mid,用户名,发文时间,内容,转发数,评论数,点赞数
4487904350815182#,我要平安6380388062,2020-03-29,"
@刘涛tamia:#感谢 有你# 致敬所有在疫情期间昼夜奋战，为抗疫持续研究的科研工作者。感谢你们守护了我们的健康与生命。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", 11, ,1
4487904309334826#,东莞小村民,2020-03-29,"
                    //@监督员在线://@央视新闻:#感谢 有你# 当疫情来袭，全国各地医疗人员汇集武汉；钟南山、李兰娟、程京等科研团队深入一线，为科研攻关贡献力量；如今，一线医护人员仍在奋战；为战疫做贡献的各界人士不下火线……伊利集团再捐1.8亿，支持感谢这些英雄，点击：O网页链接 和@活力伊利 一起对                ", , ,
4487903382047777#,俺手拿流星弯月刀,2020-03-29,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4487903285596372#,a梓黎Zili,2020-03-29,"
                    为大爱发声，为正能量点赞//@活力伊利:#感谢 有你#全国各地援鄂医疗队的“逆行”，为湖北增添了更大的力量！我们团结一心，就能雨过天晴！感谢#白敬亭#为大爱发声，为正能量点赞！伊利和一线人员共进退，再捐1.8亿，感谢抗疫英雄们，点击观看更多英雄故事O网页链接 //@白敬亭 ", , ,
4487903042790859#,铭中注定我爱恩,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4487902518049069#,马赵亦,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4487902350450232#,心雨天2002,2020-03-29,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4487902266679067#,注销换个名字o,2020-03-29,"
#感谢 有你# 有你们真好 O网页链接 ​                ", , ,2
4487902186908813#,不过一场闹剧me,2020-03-29,"
                    //@活力伊利:#感谢 有你# 幸好有你。你们为抵御疫情的战舰修葺壁垒，好奶酪给健康建砖加瓦！                ", , ,
4487902044612822#,注销换个名字o,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4487901871934156#,君温柔似水,2020-03-29,"
感谢有你！致敬英雄！//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4487901288933405#,起了一个好听的网名,2020-03-29,"
#感谢 有你# 感谢所有医务人员两个多月的一线奋战，希望你们可以早日回到温暖的家中 ", , ,
4487900811216293#,巧克丽3707,2020-03-29,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4487900764797721#,现区丨1019,2020-03-29,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4487900752580492#,非鸟omnis,2020-03-29,"
                    //@金工1910团支部://@央视新闻:#感谢 有你# 当疫情来袭，全国各地医疗人员汇集武汉；钟南山、李兰娟、程京等科研团队深入一线，为科研攻关贡献力量；如今，一线医护人员仍在奋战；为战疫做贡献的各界人士不下火线……伊利集团再捐1.8亿，支持感谢这些英雄，点击：O网页链接 和@活力伊利 一                ", , ,
4487900270157520#,凯凯最爱的美式咖啡,2020-03-29,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4487900068912227#,无奈的萌萌哒,2020-03-29,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4487900010083277#,似近似远zhang,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4487899586609430#,洋葱onion-forever,2020-03-29,"
//@活力伊利:没有英雄在前方战斗的身影，就没有后方的温暖平安//@苑子豪: #感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接 O网页链接  看更多感人的故事，我们和@活力伊利 一起说出                ", , ,1
4487899477518644#,我想去看看的美好生活,2020-03-29,"
                    //@江疏影:#感谢 有你# 感谢这场战疫中奋战在一线的所有抗疫英雄们，谢谢你们的坚守，托举生命的希望。辛苦了！​点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。​                ", , ,
4487899259568910#,杯壁小人-,2020-03-29,"
                    为大爱发声，为正能量点赞//@活力伊利:#感谢 有你#全国各地援鄂医疗队的“逆行”，为湖北增添了更大的力量！我们团结一心，就能雨过天晴！感谢#白敬亭#为大爱发声，为正能量点赞！伊利和一线人员共进退，再捐1.8亿，感谢抗疫英雄们，点击观看更多英雄故事O网页链接 ", , ,1
4487899246336806#,追剧女孩绝不认输,2020-03-29,"
#感谢 有你# 感谢前线工作人员 ​                ", , ,
4487899129100389#,亲亲柴犬的松鼠腮,2020-03-29,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 你们可以早日回到温暖的家中。也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4487897913073414#,小泽拌饭o,2020-03-29,"
                    //@活力伊利:#感谢 有你#全国各地援鄂医疗队的“逆行”，为湖北增添了更大的力量！我们团结一心，就能雨过天晴！感谢#白敬亭#为大爱发声，为正能量点赞！伊利和一线人员共进退，再捐1.8亿，感谢抗疫英雄们，点击观看更多英雄故事O网页链接 //@白敬亭: 感谢你们的辛苦付出，向你们致敬，回家                ", , ,
4487897811915950#,魇屿_visionary_islet,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4487897791158108#,风卷-残阳,2020-03-29,"
                    //@糯米豆萌熠森:伊利最棒！//@活力伊利:各方英雄逆行而上，伊利为英雄保障后勤。国难当头共克时艰！//@中原网:#感谢 有你# 抗疫工作者“英勇逆行”，用血肉之躯筑起抗击疫情的钢铁长城！责任伊利“同心战疫”！用高质产品筑起抗击疫情的营养线！众志成城，共克时艰，一路抗疫，感谢有你！                ", , ,
4487897384478883#,freedom-ti,2020-03-29,"
#感谢 有你# 感谢你为湖北拼过命！ O网页链接 ​                ", , ,
4487897132726326#,一只胖秋刀鱼,2020-03-29,"
                    //@活力伊利:#感谢 有你#全国各地援鄂医疗队的“逆行”，为湖北增添了更大的力量！我们团结一心，就能雨过天晴！感谢#白敬亭#为大爱发声，为正能量点赞！伊利和一线人员共进退，再捐1.8亿，感谢抗疫英雄们，点击观看更多英雄故事O网页链接 //@白敬亭: 感谢你们的辛苦付出，向你们致敬，回家                ", , ,
4487896969318368#,豆豆呱呱豆豆,2020-03-29,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 希望你们可以早日回到温暖的家中，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4487896842859610#,如切如磋KKW,2020-03-29,"
                    感恩//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4487896658559610#,我谷欠了,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , 1,
4487896431755830#,freedom-ti,2020-03-29,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
